movie_id,movie_title,iso_3166_1_id,name_name
9348,Species,US,United States of America
139408,The Stars Fell on Henrietta,US,United States of America
281,Strange Days,US,United States of America
5967,The Umbrellas of Cherbourg,DE,Germany
5967,The Umbrellas of Cherbourg,FR,France
79593,The Tie That Binds,US,United States of America
47939,Three Wishes,US,United States of America
36834,Total Eclipse,FR,France
36834,Total Eclipse,BE,Belgium
36834,Total Eclipse,GB,United Kingdom
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",US,United States of America
3512,Under Siege 2: Dark Territory,US,United States of America
77350,Unzipped,US,United States of America
9560,A Walk in the Clouds,US,United States of America
9804,Waterworld,US,United States of America
31611,White Man's Burden,FR,France
31611,White Man's Burden,US,United States of America
49805,The Browning Version,GB,United Kingdom
26258,Bushwhacked,US,United States of America
50797,Burnt by the Sun,FR,France
50797,Burnt by the Sun,RU,Russia
19155,Before the Rain,GB,United Kingdom
19155,Before the Rain,MK,Macedonia
19155,Before the Rain,FR,France
76,Before Sunrise,AT,Austria
76,Before Sunrise,CH,Switzerland
76,Before Sunrise,US,United States of America
11017,Billy Madison,US,United States of America
37141,The Babysitter,US,United States of America
9382,Boys on the Side,FR,France
9382,Boys on the Side,US,United States of America
6715,The Cure,US,United States of America
18256,Castle Freak,US,United States of America
22625,Circle of Friends,IE,Ireland
22625,Circle of Friends,GB,United Kingdom
2292,Clerks,US,United States of America
1909,Don Juan DeMarco,US,United States of America
8984,Disclosure,US,United States of America
61813,Dream Man,US,United States of America
61813,Dream Man,CA,Canada
4954,Drop Zone,US,United States of America
62488,Destiny Turns on the Radio,US,United States of America
10531,Death and the Maiden,US,United States of America
10531,Death and the Maiden,FR,France
10531,Death and the Maiden,GB,United Kingdom
11929,Dolores Claiborne,US,United States of America
8467,Dumb and Dumber,US,United States of America
10451,Eat Drink Man Woman,TW,Taiwan
10451,Eat Drink Man Woman,US,United States of America
20156,Exotica,CA,Canada
18395,Exit to Eden,US,United States of America
522,Ed Wood,US,United States of America
397,French Kiss,GB,United Kingdom
397,French Kiss,US,United States of America
10525,Forget Paris,US,United States of America
27985,Far from Home: The Adventures of Yellow Dog,US,United States of America
15789,A Goofy Movie,US,United States of America
27303,Hideaway,US,United States of America
21183,Fluke,US,United States of America
10954,Farinelli,BE,Belgium
10954,Farinelli,FR,France
10954,Farinelli,IT,Italy
47867,Gordy,US,United States of America
72031,The Glass Shield,US,United States of America
72031,The Glass Shield,FR,France
14275,Hoop Dreams,US,United States of America
1024,Heavenly Creatures,NZ,New Zealand
13701,Immortal Beloved,US,United States of America
14819,Heavyweights,US,United States of America
32631,The Hunted,US,United States of America
11777,I.Q.,US,United States of America
628,Interview with the Vampire,US,United States of America
87729,Jefferson in Paris,US,United States of America
18713,The Jerky Boys,US,United States of America
6280,Junior,US,United States of America
9061,Just Cause,US,United States of America
6071,Kiss of Death,US,United States of America
11,Star Wars,US,United States of America
9587,Little Women,US,United States of America
19101,A Little Princess,US,United States of America
49980,Ladybird Ladybird,GB,United Kingdom
17961,L'Enfer,FR,France
18183,Like Water for Chocolate,MX,Mexico
4476,Legends of the Fall,US,United States of America
11008,Major Payne,US,United States of America
47504,Little Odessa,US,United States of America
32325,Mi Vida Loca,US,United States of America
43742,Love Affair,US,United States of America
28313,Losing Isaiah,US,United States of America
11318,The Madness of King George,GB,United Kingdom
3036,Mary Shelley's Frankenstein,GB,United Kingdom
3036,Mary Shelley's Frankenstein,JP,Japan
3036,Mary Shelley's Frankenstein,US,United States of America
24070,Mixed Nuts,US,United States of America
8986,Milk Money,US,United States of America
10510,Miracle on 34th Street,US,United States of America
17402,Miami Rhapsody,US,United States of America
38722,My Family,US,United States of America
8438,Murder in the First,FR,France
8438,Murder in the First,US,United States of America
11593,Nobody's Fool,US,United States of America
1945,Nell,US,United States of America
39310,New Jersey Drive,US,United States of America
109560,New York Cop,JP,Japan
109560,New York Cop,US,United States of America
56428,Beyond Bedlam,GB,United Kingdom
63105,Nemesis 2 - Nebula,US,United States of America
241,Natural Born Killers,US,United States of America
9058,Only You,US,United States of America
527,Once Were Warriors,NZ,New Zealand
18220,Poison Ivy II: Lily,US,United States of America
6950,Outbreak,US,United States of America
101,Leon: The Professional,FR,France
101,Leon: The Professional,US,United States of America
63020,The Perez Family,US,United States of America
2307,A Pyromaniac's Love Story,US,United States of America
680,Pulp Fiction,US,United States of America
41478,Panther,GB,United Kingdom
41478,Panther,US,United States of America
25296,Pushing Hands,TW,Taiwan
40156,Priest,GB,United Kingdom
11450,Quiz Show,US,United States of America
30304,Picture Bride,JP,Japan
30304,Picture Bride,US,United States of America
10452,Queen Margot,FR,France
10452,Queen Margot,DE,Germany
10452,Queen Margot,IT,Italy
12106,The Quick and the Dead,JP,Japan
12106,The Quick and the Dead,US,United States of America
161495,Roommates,US,United States of America
3586,Prêt-à-Porter,US,United States of America
110,Three Colors: Red,FR,France
110,Three Colors: Red,PL,Poland
110,Three Colors: Red,CH,Switzerland
108,Three Colors: Blue,FR,France
108,Three Colors: Blue,PL,Poland
109,Three Colors: White,FR,France
109,Three Colors: White,PL,Poland
159185,"Red Firecracker, Green Firecracker",CN,China
159185,"Red Firecracker, Green Firecracker",HK,Hong Kong
36357,Rent-a-Kid,US,United States of America
92769,Relative Fear,CA,Canada
28033,Stuart Saves His Family,DE,Germany
28033,Stuart Saves His Family,US,United States of America
22586,The Swan Princess,US,United States of America
14334,The Secret of Roan Inish,IE,Ireland
14334,The Secret of Roan Inish,US,United States of America
2636,The Specialist,PE,Peru
2636,The Specialist,US,United States of America
2164,Stargate,FR,France
2164,Stargate,US,United States of America
11395,The Santa Clause,US,United States of America
278,The Shawshank Redemption,US,United States of America
9905,Shallow Grave,GB,United Kingdom
87078,Suture,US,United States of America
12527,Strawberry and Chocolate,CU,Cuba
12527,Strawberry and Chocolate,ES,Spain
20306,Swimming with Sharks,US,United States of America
36614,The Sum of Us,AU,Australia
27993,Senior Trip,CA,Canada
27993,Senior Trip,US,United States of America
31439,To Live,CN,China
31439,To Live,HK,Hong Kong
9067,Tank Girl,US,United States of America
9059,Tales from the Crypt: Demon Knight,US,United States of America
193,Star Trek: Generations,US,United States of America
25066,Tales from the Hood,US,United States of America
46797,Tom & Viv,GB,United Kingdom
46797,Tom & Viv,US,United States of America
12122,Village of the Damned,US,United States of America
11381,Tommy Boy,US,United States of America
32636,Vanya on 42nd Street,US,United States of America
36141,The Underneath,US,United States of America
95963,The Walking Dead,US,United States of America
1587,What's Eating Gilbert Grape,US,United States of America
9271,Virtuosity,US,United States of America
2064,While You Were Sleeping,US,United States of America
19855,The War,US,United States of America
60855,Double Happiness,CA,Canada
236,Muriel's Wedding,AU,Australia
236,Muriel's Wedding,FR,France
48287,The Baby-Sitters Club,US,United States of America
3049,Ace Ventura: Pet Detective,US,United States of America
2759,"The Adventures of Priscilla, Queen of the Desert",AU,Australia
12635,Backbeat,DE,Germany
12635,Backbeat,GB,United Kingdom
10497,Bitter Moon,FR,France
10497,Bitter Moon,GB,United Kingdom
10497,Bitter Moon,US,United States of America
11382,Bullets Over Broadway,US,United States of America
9331,Clear and Present Danger,US,United States of America
10731,The Client,US,United States of America
10464,"Corrina, Corrina",US,United States of America
34152,Crooklyn,US,United States of America
9495,The Crow,US,United States of America
29973,Cobb,US,United States of America
888,The Flintstones,US,United States of America
13,Forrest Gump,US,United States of America
712,Four Weddings and a Funeral,GB,United Kingdom
16295,Higher Learning,US,United States of America
48992,I Like It Like That,US,United States of America
10879,I Love Trouble,US,United States of America
10660,It Could Happen to You,US,United States of America
10714,The Jungle Book,US,United States of America
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",FR,France
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",GB,United Kingdom
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",DE,Germany
41647,"The Wonderful, Horrible Life of Leni Riefenstahl",BE,Belgium
8587,The Lion King,US,United States of America
1689,Little Buddha,FR,France
1689,Little Buddha,IT,Italy
1689,Little Buddha,LI,Liechtenstein
1689,Little Buddha,GB,United Kingdom
11596,New Nightmare,US,United States of America
854,The Mask,US,United States of America
9359,Maverick,US,United States of America
23333,Mrs. Parker and the Vicious Circle,US,United States of America
36593,The Naked Gun 33⅓: The Final Insult,US,United States of America
12280,The Paper,US,United States of America
2788,Reality Bites,US,United States of America
10427,Red Rock West,US,United States of America
11011,Ri¢hie Ri¢h,US,United States of America
49803,Safe Passage,US,United States of America
8987,The River Wild,US,United States of America
1637,Speed,US,United States of America
15128,Speechless,US,United States of America
8831,Timecop,JP,Japan
8831,Timecop,US,United States of America
36955,True Lies,US,United States of America
10449,When a Man Loves a Woman,US,United States of America
10395,Wolf,US,United States of America
12160,Wyatt Earp,US,United States of America
40480,Bad Company,US,United States of America
52038,A Man of No Importance,GB,United Kingdom
52038,A Man of No Importance,IE,Ireland
29444,S.F.W.,US,United States of America
26352,A Low Down Dirty Shame,US,United States of America
39953,"Boys Life: Three Stories of Love, Lust, and Liberation",US,United States of America
41580,Colonel Chabert,FR,France
315,"Faster, Pussycat! Kill! Kill!",US,United States of America
22067,Jason's Lyric,US,United States of America
18242,The Secret Adventures of Tom Thumb,GB,United Kingdom
11667,Street Fighter,JP,Japan
11667,Street Fighter,US,United States of America
32502,Coldblooded,US,United States of America
28732,Fall Time,US,United States of America
75555,The Fear,US,United States of America
42981,Frank and Ollie,US,United States of America
278939,Girl in the Cadillac,US,United States of America
291731,Homage,US,United States of America
203119,Open Season,US,United States of America
8011,Highlander: The Final Dimension,CA,Canada
8011,Highlander: The Final Dimension,FR,France
8011,Highlander: The Final Dimension,GB,United Kingdom
2654,In the Mouth of Madness,US,United States of America
18069,8 Seconds,US,United States of America
19092,Above the Rim,US,United States of America
2758,Addams Family Values,US,United States of America
38129,Martin Lawrence: You So Crazy,US,United States of America
10436,The Age of Innocence,US,United States of America
13595,Airheads,US,United States of America
46094,The Air Up There,US,United States of America
9409,Another Stakeout,US,United States of America
11853,Bad Girls,US,United States of America
16771,Barcelona,US,United States of America
46924,Being Human,JP,Japan
46924,Being Human,GB,United Kingdom
11041,The Beverly Hillbillies,US,United States of America
306,Beverly Hills Cop III,US,United States of America
14522,Black Beauty,GB,United Kingdom
14522,Black Beauty,US,United States of America
26203,Blink,US,United States of America
178,Blown Away,US,United States of America
19819,Blue Chips,US,United States of America
57834,Blue Sky,US,United States of America
4722,Body Snatchers,US,United States of America
18215,Boxing Helena,US,United States of America
1607,A Bronx Tale,US,United States of America
26391,Cabin Boy,US,United States of America
117553,Calendar Girl,US,United States of America
6075,Carlito's Way,US,United States of America
11310,City Slickers II: The Legend of Curly's Gold,US,United States of America
18658,Clean Slate,US,United States of America
9350,Cliffhanger,FR,France
9350,Cliffhanger,IT,Italy
9350,Cliffhanger,US,United States of America
9612,Coneheads,US,United States of America
2124,Color of Night,US,United States of America
26261,Cops & Robbersons,US,United States of America
19176,The Cowboy Way,US,United States of America
49299,Dangerous Game,US,United States of America
11566,Dave,US,United States of America
9571,Dazed and Confused,US,United States of America
9739,Demolition Man,US,United States of America
24257,The Endless Summer 2,US,United States of America
34444,Even Cowgirls Get the Blues,US,United States of America
26141,Fatal Instinct,US,United States of America
10997,Farewell My Concubine,CN,China
10997,Farewell My Concubine,HK,Hong Kong
50463,The Favor,US,United States of America
10443,Fearless,US,United States of America
20239,Fear of a Black Hat,GB,United Kingdom
20239,Fear of a Black Hat,US,United States of America
16297,With Honors,US,United States of America
18551,Flesh and Bone,US,United States of America
25440,Widows' Peak,IE,Ireland
25440,Widows' Peak,GB,United Kingdom
9024,For Love or Money,US,United States of America
37233,The Firm,US,United States of America
1634,Free Willy,FR,France
1634,Free Willy,US,United States of America
13815,Fresh,FR,France
13815,Fresh,US,United States of America
5503,The Fugitive,US,United States of America
35588,Geronimo: An American Legend,US,United States of America
2087,The Getaway,JP,Japan
2087,The Getaway,US,United States of America
41579,Getting Even with Dad,US,United States of America
18620,Go Fish,US,United States of America
41006,A Good Man in Africa,ZA,South Africa
41006,A Good Man in Africa,US,United States of America
4916,Guilty as Sin,US,United States of America
2019,Hard Target,US,United States of America
31642,Heaven & Earth,FR,France
31642,Heaven & Earth,US,United States of America
9255,Hot Shots! Part Deux,US,United States of America
26271,Live Nude Girls,US,United States of America
10612,The Englishman Who Went Up a Hill But Came Down a Mountain,GB,United Kingdom
2259,The House of the Spirits,DK,Denmark
2259,The House of the Spirits,FR,France
2259,The House of the Spirits,DE,Germany
2259,The House of the Spirits,PT,Portugal
2259,The House of the Spirits,US,United States of America
11934,The Hudsucker Proxy,DE,Germany
11934,The Hudsucker Proxy,GB,United Kingdom
11934,The Hudsucker Proxy,US,United States of America
106143,I'll Do Anything,US,United States of America
12475,In the Army Now,US,United States of America
9386,In the Line of Fire,US,United States of America
7984,In the Name of the Father,GB,United Kingdom
7984,In the Name of the Father,IE,Ireland
59930,The Inkwell,US,United States of America
15765,What's Love Got to Do with It,US,United States of America
31643,Jimmy Hollywood,US,United States of America
6,Judgment Night,JP,Japan
6,Judgment Night,US,United States of America
329,Jurassic Park,US,United States of America
10909,Kalifornia,US,United States of America
507,Killing Zoe,FR,France
507,Killing Zoe,US,United States of America
34024,King of the Hill,US,United States of America
29918,Lassie,US,United States of America
9593,Last Action Hero,US,United States of America
42580,Life With Mikey,US,United States of America
22317,Lightning Jack,AU,Australia
22317,Lightning Jack,US,United States of America
1413,M. Butterfly,US,United States of America
12121,Made in America,FR,France
12121,Made in America,US,United States of America
2246,Malice,US,United States of America
10502,The Man without a Face,US,United States of America
10440,Manhattan Murder Mystery,US,United States of America
9516,Menace II Society,US,United States of America
2320,Executive Decision,US,United States of America
5879,In the Realm of the Senses,JP,Japan
83718,What Happened Was...,US,United States of America
11971,Much Ado About Nothing,GB,United Kingdom
11971,Much Ado About Nothing,US,United States of America
2625,Mr. Jones,US,United States of America
31911,Mr. Wonderful,US,United States of America
788,Mrs. Doubtfire,US,United States of America
21450,Naked,GB,United Kingdom
11231,The Next Karate Kid,US,United States of America
41588,The New Age,US,United States of America
10447,No Escape,US,United States of America
31586,North,US,United States of America
9300,Orlando,GB,United Kingdom
9300,Orlando,FR,France
9300,Orlando,IT,Italy
9300,Orlando,NL,Netherlands
9300,Orlando,RU,Russia
9559,A Perfect World,US,United States of America
9800,Philadelphia,US,United States of America
713,The Piano,NZ,New Zealand
713,The Piano,AU,Australia
713,The Piano,FR,France
8291,Poetic Justice,US,United States of America
18133,The Program,US,United States of America
25557,The Puppet Masters,US,United States of America
22588,Radioland Murders,US,United States of America
10872,The Ref,US,United States of America
1245,The Remains of the Day,GB,United Kingdom
1245,The Remains of the Day,US,United States of America
11858,Renaissance Man,CA,Canada
11858,Renaissance Man,US,United States of America
7007,Rising Sun,US,United States of America
10467,The Road to Wellville,US,United States of America
5550,RoboCop 3,US,United States of America
8005,Robin Hood: Men in Tights,FR,France
8005,Robin Hood: Men in Tights,US,United States of America
2088,Romeo Is Bleeding,GB,United Kingdom
2088,Romeo Is Bleeding,US,United States of America
10412,Romper Stomper,AU,Australia
47889,Ruby in Paradise,US,United States of America
14534,Rudy,US,United States of America
56583,The Saint of Fort Washington,US,United States of America
41878,Savage Nights,FR,France
41878,Savage Nights,IT,Italy
424,Schindler's List,US,United States of America
35233,The Scout,US,United States of America
14291,Searching for Bobby Fischer,US,United States of America
103413,Second Best,GB,United Kingdom
103413,Second Best,US,United States of America
11236,The Secret Garden,US,United States of America
11592,Serial Mom,US,United States of America
8850,The Shadow,US,United States of America
10445,Shadowlands,GB,United Kingdom
695,Short Cuts,US,United States of America
43535,A Simple Twist of Fate,US,United States of America
12519,Sirens,AU,Australia
12519,Sirens,GB,United Kingdom
23210,Six Degrees of Separation,US,United States of America
858,Sleepless in Seattle,US,United States of America
867,Sliver,US,United States of America
78,Blade Runner,US,United States of America
78,Blade Runner,HK,Hong Kong
78,Blade Runner,GB,United Kingdom
13203,Son in Law,US,United States of America
10442,So I Married an Axe Murderer,US,United States of America
11074,Striking Distance,US,United States of America
9607,Super Mario Bros.,GB,United Kingdom
9607,Super Mario Bros.,US,United States of America
17585,Surviving the Game,US,United States of America
9057,Terminal Velocity,US,United States of America
20967,Thirty Two Short Films About Glenn Gould,FI,Finland
20967,Thirty Two Short Films About Glenn Gould,CA,Canada
20967,Thirty Two Short Films About Glenn Gould,NL,Netherlands
20967,Thirty Two Short Films About Glenn Gould,PT,Portugal
10635,Threesome,US,United States of America
9479,The Nightmare Before Christmas,US,United States of America
10057,The Three Musketeers,US,United States of America
10057,The Three Musketeers,AT,Austria
11969,Tombstone,US,United States of America
41590,Trial by Jury,US,United States of America
319,True Romance,US,United States of America
26408,The War Room,US,United States of America
15139,The Pagemaster,US,United States of America
161158,"Paris, France",CA,Canada
85247,Killer,GB,United Kingdom
85247,Killer,US,United States of America
85247,Killer,CA,Canada
11446,Welcome to the Dollhouse,US,United States of America
51980,Germinal,BE,Belgium
51980,Germinal,FR,France
51980,Germinal,IT,Italy
24405,Chasers,US,United States of America
11655,Cronos,MX,Mexico
11800,Naked in New York,US,United States of America
8223,Kika,FR,France
8223,Kika,ES,Spain
14587,Bhaji on the Beach,GB,United Kingdom
31504,Little Big League,US,United States of America
41653,The Slingshot,DK,Denmark
41653,The Slingshot,SE,Sweden
23637,"Ciao, Professore!",IT,Italy
17600,Spanking the Monkey,US,United States of America
10897,The Little Rascals,US,United States of America
21352,Andre,US,United States of America
68806,The Escort,IT,Italy
32562,The Celluloid Closet,US,United States of America
47507,Café au Lait,FR,France
47507,Café au Lait,BE,Belgium
25403,Dear Diary,IT,Italy
25403,Dear Diary,FR,France
124304,I Don't Want to Talk About It,IT,Italy
124304,I Don't Want to Talk About It,AR,Argentina
9066,The Brady Bunch Movie,US,United States of America
771,Home Alone,US,United States of America
251,Ghost,US,United States of America
812,Aladdin,US,United States of America
280,Terminator 2: Judgment Day,FR,France
280,Terminator 2: Judgment Day,US,United States of America
581,Dances with Wolves,GB,United Kingdom
581,Dances with Wolves,US,United States of America
80350,Tough and Deadly,US,United States of America
268,Batman,GB,United Kingdom
268,Batman,US,United States of America
274,The Silence of the Lambs,US,United States of America
408,Snow White and the Seven Dwarfs,US,United States of America
10020,Beauty and the Beast,US,United States of America
10895,Pinocchio,US,United States of America
114,Pretty Woman,US,United States of America
41043,Window to Paris,FR,France
41043,Window to Paris,RU,Russia
576,The Wild Bunch,US,United States of America
15477,Love and a .45,US,United States of America
59146,The Wooden Man's Bride,CN,China
30528,Bye Bye Love,US,United States of America
7300,One Fine Day,US,United States of America
10824,Candyman: Farewell to the Flesh,US,United States of America
261246,Century,GB,United Kingdom
275,Fargo,US,United States of America
25059,Homeward Bound II: Lost in San Francisco,CA,Canada
25059,Homeward Bound II: Lost in San Francisco,US,United States of America
11827,Heavy Metal,CA,Canada
